time,sewer_and_water,power,roads_and_bridges,medical,buildings,shake_intensity,location,average
2020-04-06 00:15:00,9.0,0.0,3.0,,4.0,,8,4.0
2020-04-06 00:15:00,7.0,0.0,10.0,,4.0,,8,5.25
2020-04-06 00:15:00,4.0,7.0,5.0,0.0,9.0,,3,5.0
2020-04-06 00:15:00,3.0,10.0,9.0,,10.0,,8,8.0
2020-04-06 00:15:00,9.0,10.0,9.0,,6.0,,8,8.5
2020-04-06 00:20:00,0.0,7.0,10.0,10.0,1.0,,3,5.6
2020-04-06 00:20:00,10.0,3.0,10.0,9.0,0.0,,6,6.4
2020-04-06 00:20:00,0.0,5.0,4.0,,8.0,,15,4.25
2020-04-06 00:20:00,7.0,5.0,4.0,3.0,9.0,,16,5.6
2020-04-06 00:25:00,5.0,3.0,9.0,4.0,2.0,,3,4.6
2020-04-06 00:25:00,2.0,0.0,7.0,,9.0,,17,4.5
2020-04-06 00:25:00,9.0,0.0,5.0,,3.0,,15,4.25
2020-04-06 00:25:00,3.0,10.0,2.0,,3.0,,8,4.5
2020-04-06 00:25:00,3.0,3.0,5.0,4.0,4.0,,3,3.8
2020-04-06 00:25:00,1.0,5.0,4.0,1.0,8.0,,6,3.8
2020-04-06 00:25:00,6.0,4.0,0.0,,3.0,,15,3.25
2020-04-06 00:25:00,0.0,4.0,9.0,,3.0,,8,4.0
2020-04-06 00:30:00,2.0,4.0,4.0,,3.0,,18,3.25
2020-04-06 00:30:00,10.0,3.0,6.0,,3.0,,4,5.5
2020-04-06 00:30:00,9.0,10.0,6.0,,0.0,1.0,19,6.25
2020-04-06 00:35:00,8.0,9.0,1.0,6.0,7.0,,9,6.2
2020-04-06 00:35:00,1.0,8.0,2.0,,10.0,1.0,2,5.25
2020-04-06 00:35:00,2.0,10.0,3.0,5.0,5.0,,1,5.0
2020-04-06 00:35:00,8.0,5.0,7.0,,2.0,,2,5.5
2020-04-06 00:35:00,2.0,0.0,3.0,,4.0,,17,2.25
2020-04-06 00:35:00,5.0,9.0,7.0,4.0,2.0,,3,5.4
2020-04-06 00:35:00,10.0,0.0,10.0,8.0,3.0,,3,6.2
2020-04-06 00:40:00,10.0,3.0,5.0,2.0,9.0,,6,5.8
2020-04-06 00:40:00,4.0,5.0,7.0,,3.0,1.0,19,4.75
2020-04-06 00:40:00,10.0,2.0,10.0,6.0,1.0,,3,5.8
2020-04-06 00:40:00,0.0,8.0,4.0,7.0,6.0,,5,5.0
2020-04-06 00:40:00,10.0,2.0,0.0,6.0,5.0,,3,4.6
2020-04-06 00:40:00,5.0,4.0,2.0,,3.0,,2,3.5
2020-04-06 00:40:00,5.0,1.0,7.0,1.0,8.0,,5,4.4
2020-04-06 00:40:00,10.0,7.0,0.0,8.0,5.0,0.0,6,6.0
2020-04-06 00:40:00,7.0,8.0,1.0,,2.0,1.0,2,4.5
2020-04-06 00:45:00,4.0,4.0,8.0,2.0,5.0,,9,4.6
2020-04-06 00:45:00,10.0,6.0,1.0,,5.0,,2,5.5
2020-04-06 00:45:00,10.0,4.0,8.0,1.0,0.0,,6,4.6
2020-04-06 00:45:00,0.0,7.0,6.0,,0.0,,8,3.25
2020-04-06 00:45:00,9.0,8.0,2.0,,8.0,,2,6.75
2020-04-06 00:50:00,8.0,10.0,10.0,,0.0,0.0,2,7.0
2020-04-06 00:50:00,2.0,3.0,0.0,,9.0,,14,3.5
2020-04-06 00:50:00,7.0,0.0,9.0,3.0,9.0,,9,5.6
2020-04-06 00:50:00,9.0,1.0,2.0,5.0,1.0,,5,3.6
2020-04-06 00:50:00,9.0,7.0,1.0,,9.0,,15,6.5
2020-04-06 00:50:00,4.0,2.0,10.0,,3.0,,14,4.75
2020-04-06 00:50:00,0.0,4.0,3.0,10.0,3.0,,3,4.0
2020-04-06 00:50:00,9.0,0.0,9.0,,9.0,1.0,19,6.75
2020-04-06 00:55:00,10.0,7.0,7.0,,0.0,,15,6.0
2020-04-06 00:55:00,9.0,0.0,1.0,,5.0,,4,3.75
2020-04-06 00:55:00,10.0,4.0,6.0,,3.0,,15,5.75
2020-04-06 00:55:00,8.0,4.0,7.0,,6.0,,2,6.25
2020-04-06 00:55:00,0.0,5.0,8.0,,10.0,,15,5.75
2020-04-06 00:55:00,10.0,5.0,10.0,,4.0,0.0,15,7.25
2020-04-06 00:55:00,7.0,8.0,4.0,,1.0,,14,5.0
2020-04-06 00:55:00,6.0,2.0,2.0,0.0,1.0,,19,2.2
2020-04-06 00:55:00,7.0,5.0,5.0,7.0,3.0,1.0,6,5.4
2020-04-06 01:00:00,10.0,10.0,10.0,,10.0,,12,10.0
2020-04-06 01:00:00,10.0,5.0,10.0,,7.0,,14,8.0
2020-04-06 01:00:00,0.0,3.0,5.0,2.0,7.0,0.0,3,3.4
2020-04-06 01:00:00,10.0,3.0,5.0,,0.0,,15,4.5
2020-04-06 01:00:00,10.0,4.0,4.0,1.0,1.0,,9,4.0
2020-04-06 01:00:00,7.0,10.0,4.0,8.0,7.0,,9,7.2
2020-04-06 01:00:00,10.0,10.0,10.0,7.0,2.0,,6,7.8
2020-04-06 01:00:00,1.0,6.0,4.0,0.0,10.0,,6,4.2
2020-04-06 01:00:00,8.0,7.0,0.0,,0.0,0.0,14,3.75
2020-04-06 01:05:00,10.0,9.0,3.0,,9.0,1.0,2,7.75
2020-04-06 01:05:00,5.0,10.0,7.0,10.0,5.0,,11,7.4
2020-04-06 01:05:00,3.0,0.0,1.0,,7.0,,2,2.75
2020-04-06 01:05:00,7.0,2.0,3.0,6.0,10.0,,6,5.6
2020-04-06 01:05:00,0.0,10.0,4.0,,9.0,,12,5.75
2020-04-06 01:05:00,0.0,5.0,0.0,,2.0,,15,1.75
2020-04-06 01:05:00,7.0,9.0,10.0,0.0,1.0,,9,5.4
2020-04-06 01:10:00,7.0,3.0,9.0,,8.0,,13,6.75
2020-04-06 01:10:00,10.0,6.0,7.0,,10.0,,8,8.25
2020-04-06 01:10:00,10.0,6.0,1.0,6.0,8.0,,16,6.2
2020-04-06 01:10:00,0.0,8.0,8.0,10.0,8.0,,3,6.8
2020-04-06 01:10:00,10.0,2.0,9.0,10.0,6.0,,16,7.4
2020-04-06 01:10:00,5.0,9.0,2.0,4.0,2.0,,6,4.4
2020-04-06 01:10:00,9.0,1.0,8.0,10.0,7.0,0.0,6,7.0
2020-04-06 01:10:00,1.0,6.0,4.0,10.0,6.0,,9,5.4
2020-04-06 01:10:00,1.0,3.0,2.0,0.0,3.0,,3,1.8
2020-04-06 01:15:00,8.0,9.0,4.0,,10.0,,13,7.75
2020-04-06 01:15:00,8.0,9.0,1.0,3.0,1.0,,9,4.4
2020-04-06 01:15:00,2.0,8.0,10.0,,1.0,,13,5.25
2020-04-06 01:15:00,6.0,10.0,3.0,2.0,4.0,,3,5.0
2020-04-06 01:15:00,1.0,5.0,9.0,,10.0,0.0,18,6.25
2020-04-06 01:15:00,1.0,1.0,10.0,,2.0,,8,3.5
2020-04-06 01:15:00,9.0,2.0,0.0,,9.0,,8,5.0
2020-04-06 01:15:00,5.0,8.0,7.0,2.0,0.0,,6,4.4
2020-04-06 01:15:00,4.0,10.0,5.0,,10.0,,14,7.25
2020-04-06 01:15:00,10.0,3.0,7.0,,2.0,,8,5.5
2020-04-06 01:15:00,2.0,6.0,4.0,6.0,7.0,,6,5.0
2020-04-06 01:15:00,5.0,5.0,0.0,,10.0,,8,5.0
2020-04-06 01:15:00,6.0,0.0,2.0,8.0,2.0,,6,3.6
2020-04-06 01:15:00,10.0,2.0,10.0,,8.0,,2,7.5
2020-04-06 01:20:00,6.0,4.0,8.0,9.0,10.0,,3,7.4
2020-04-06 01:20:00,10.0,0.0,7.0,6.0,6.0,,11,5.8
2020-04-06 01:20:00,10.0,3.0,0.0,,3.0,,2,4.0
2020-04-06 01:20:00,4.0,9.0,10.0,,6.0,1.0,15,7.25
2020-04-06 01:20:00,0.0,7.0,2.0,2.0,4.0,,9,3.0
2020-04-06 01:20:00,10.0,7.0,6.0,7.0,3.0,,1,6.6
2020-04-06 01:25:00,7.0,10.0,2.0,,1.0,,14,5.0
2020-04-06 01:25:00,6.0,2.0,7.0,3.0,8.0,,9,5.2
2020-04-06 01:25:00,10.0,5.0,2.0,,4.0,,12,5.25
2020-04-06 01:25:00,5.0,0.0,6.0,3.0,6.0,1.0,1,4.0
2020-04-06 01:25:00,2.0,5.0,10.0,,4.0,,14,5.25
2020-04-06 01:25:00,4.0,10.0,10.0,,10.0,,18,8.5
2020-04-06 01:30:00,2.0,1.0,2.0,8.0,7.0,0.0,6,4.0
2020-04-06 01:30:00,8.0,7.0,1.0,,2.0,,19,4.5
2020-04-06 01:30:00,5.0,10.0,7.0,6.0,5.0,,3,6.6
2020-04-06 01:30:00,10.0,4.0,2.0,6.0,7.0,,11,5.8
2020-04-06 01:35:00,6.0,3.0,10.0,7.0,2.0,,6,5.6
2020-04-06 01:35:00,2.0,9.0,10.0,10.0,4.0,,11,7.0
2020-04-06 01:35:00,2.0,10.0,7.0,,8.0,,18,6.75
2020-04-06 01:35:00,2.0,3.0,5.0,4.0,10.0,,5,4.8
2020-04-06 01:35:00,9.0,10.0,2.0,4.0,0.0,,1,5.0
2020-04-06 01:35:00,1.0,10.0,7.0,,3.0,,12,5.25
2020-04-06 01:40:00,1.0,7.0,7.0,,7.0,,10,5.5
2020-04-06 01:40:00,6.0,9.0,3.0,,8.0,1.0,15,6.5
2020-04-06 01:40:00,0.0,3.0,0.0,10.0,8.0,,3,4.2
2020-04-06 01:40:00,5.0,3.0,6.0,,4.0,,2,4.5
2020-04-06 01:40:00,5.0,9.0,7.0,,4.0,,15,6.25
2020-04-06 01:40:00,2.0,6.0,10.0,3.0,3.0,,3,4.8
2020-04-06 01:45:00,3.0,0.0,10.0,6.0,6.0,,3,5.0
2020-04-06 01:45:00,1.0,3.0,2.0,,7.0,,2,3.25
2020-04-06 01:45:00,10.0,0.0,5.0,1.0,5.0,,3,4.2
2020-04-06 01:45:00,8.0,8.0,10.0,,10.0,,8,9.0
2020-04-06 01:45:00,8.0,1.0,6.0,,4.0,1.0,2,4.75
2020-04-06 01:50:00,9.0,7.0,0.0,5.0,5.0,,5,5.2
2020-04-06 01:50:00,6.0,3.0,9.0,,0.0,1.0,2,4.5
2020-04-06 01:50:00,4.0,1.0,6.0,7.0,10.0,,9,5.6
2020-04-06 01:50:00,9.0,0.0,2.0,3.0,9.0,,3,4.6
2020-04-06 01:50:00,8.0,5.0,6.0,,4.0,1.0,8,5.75
2020-04-06 01:50:00,8.0,7.0,3.0,,8.0,,19,6.5
2020-04-06 01:50:00,4.0,0.0,8.0,,9.0,,8,5.25
2020-04-06 01:50:00,9.0,5.0,10.0,4.0,9.0,,3,7.4
2020-04-06 01:50:00,5.0,7.0,8.0,,9.0,,8,7.25
2020-04-06 01:55:00,10.0,1.0,6.0,,0.0,,18,4.25
2020-04-06 01:55:00,1.0,0.0,3.0,4.0,1.0,,9,1.8
2020-04-06 01:55:00,10.0,7.0,8.0,3.0,10.0,,9,7.6
2020-04-06 01:55:00,10.0,6.0,0.0,,10.0,,8,6.5
2020-04-06 01:55:00,0.0,9.0,10.0,5.0,10.0,,9,6.8
2020-04-06 01:55:00,10.0,2.0,1.0,9.0,9.0,,9,6.2
2020-04-06 01:55:00,4.0,1.0,7.0,,4.0,,2,4.0
2020-04-06 01:55:00,7.0,6.0,2.0,,1.0,,15,4.0
2020-04-06 01:55:00,7.0,5.0,6.0,,6.0,,15,6.0
2020-04-06 01:55:00,2.0,3.0,1.0,,10.0,,8,4.0
2020-04-06 02:00:00,6.0,1.0,0.0,10.0,10.0,,1,5.4
2020-04-06 02:00:00,10.0,2.0,9.0,,1.0,,19,5.5
2020-04-06 02:05:00,3.0,8.0,6.0,,0.0,,2,4.25
2020-04-06 02:05:00,6.0,8.0,8.0,4.0,8.0,,11,6.8
2020-04-06 02:05:00,10.0,8.0,8.0,,0.0,,4,6.5
2020-04-06 02:05:00,9.0,10.0,5.0,10.0,1.0,,9,7.0
2020-04-06 02:05:00,9.0,2.0,10.0,2.0,3.0,,11,5.2
2020-04-06 02:05:00,1.0,5.0,1.0,,0.0,,14,1.75
2020-04-06 02:05:00,4.0,9.0,9.0,,10.0,,15,8.0
2020-04-06 02:05:00,0.0,9.0,5.0,,10.0,,2,6.0
2020-04-06 02:05:00,7.0,4.0,9.0,,8.0,,15,7.0
2020-04-06 02:10:00,8.0,4.0,6.0,,10.0,,8,7.0
2020-04-06 02:10:00,10.0,0.0,2.0,0.0,6.0,,3,3.6
2020-04-06 02:10:00,10.0,1.0,10.0,,9.0,,8,7.5
2020-04-06 02:10:00,6.0,9.0,5.0,,5.0,,2,6.25
2020-04-06 02:10:00,0.0,3.0,9.0,,9.0,,15,5.25
2020-04-06 02:10:00,3.0,4.0,0.0,2.0,10.0,,6,3.8
2020-04-06 02:15:00,3.0,9.0,8.0,9.0,9.0,,1,7.6
2020-04-06 02:15:00,10.0,9.0,10.0,4.0,3.0,,6,7.2
2020-04-06 02:15:00,7.0,8.0,10.0,,6.0,,8,7.75
2020-04-06 02:15:00,8.0,10.0,4.0,,6.0,,10,7.0
2020-04-06 02:15:00,8.0,5.0,3.0,9.0,4.0,,6,5.8
2020-04-06 02:15:00,10.0,10.0,5.0,,0.0,,18,6.25
2020-04-06 02:15:00,9.0,7.0,10.0,,0.0,,13,6.5
2020-04-06 02:15:00,9.0,9.0,1.0,6.0,2.0,,1,5.4
2020-04-06 02:15:00,4.0,0.0,0.0,,10.0,,15,3.5
2020-04-06 02:20:00,6.0,10.0,10.0,,1.0,0.0,12,6.75
2020-04-06 02:20:00,5.0,1.0,1.0,3.0,2.0,,3,2.4
2020-04-06 02:20:00,8.0,5.0,5.0,2.0,10.0,,6,6.0
2020-04-06 02:20:00,2.0,6.0,6.0,10.0,1.0,0.0,3,5.0
2020-04-06 02:20:00,10.0,10.0,0.0,2.0,10.0,,9,6.4
2020-04-06 02:20:00,7.0,10.0,10.0,4.0,10.0,,6,8.2
2020-04-06 02:20:00,2.0,4.0,4.0,,2.0,0.0,2,3.0
2020-04-06 02:20:00,3.0,0.0,10.0,10.0,6.0,,1,5.8
2020-04-06 02:25:00,0.0,8.0,2.0,8.0,10.0,,1,5.6
2020-04-06 02:25:00,8.0,10.0,10.0,,2.0,,14,7.5
2020-04-06 02:25:00,9.0,6.0,9.0,,0.0,,19,6.0
2020-04-06 02:25:00,10.0,7.0,7.0,9.0,9.0,1.0,11,8.4
2020-04-06 02:25:00,5.0,0.0,10.0,,7.0,,10,5.5
2020-04-06 02:25:00,8.0,10.0,5.0,7.0,4.0,,1,6.8
2020-04-06 02:25:00,10.0,10.0,8.0,,10.0,,4,9.5
2020-04-06 02:25:00,4.0,10.0,10.0,5.0,3.0,,3,6.4
2020-04-06 02:30:00,7.0,10.0,7.0,,10.0,1.0,12,8.5
2020-04-06 02:30:00,5.0,0.0,4.0,4.0,10.0,,1,4.6
2020-04-06 02:30:00,10.0,1.0,4.0,3.0,8.0,,9,5.2
2020-04-06 02:30:00,3.0,1.0,5.0,,8.0,,8,4.25
2020-04-06 02:30:00,7.0,0.0,4.0,8.0,3.0,,3,4.4
2020-04-06 02:30:00,5.0,6.0,2.0,,10.0,,19,5.75
2020-04-06 02:35:00,2.0,7.0,2.0,5.0,9.0,,6,5.0
2020-04-06 02:35:00,0.0,8.0,10.0,10.0,9.0,,9,7.4
2020-04-06 02:35:00,10.0,8.0,4.0,5.0,0.0,,9,5.4
2020-04-06 02:35:00,8.0,10.0,6.0,,1.0,,19,6.25
2020-04-06 02:35:00,0.0,1.0,3.0,2.0,8.0,,6,2.8
2020-04-06 02:35:00,5.0,8.0,2.0,,10.0,,4,6.25
2020-04-06 02:35:00,0.0,1.0,2.0,,3.0,,15,1.5
2020-04-06 02:35:00,0.0,10.0,5.0,,6.0,,8,5.25
2020-04-06 02:35:00,2.0,3.0,6.0,,5.0,,8,4.0
2020-04-06 02:35:00,9.0,7.0,0.0,,3.0,,8,4.75
2020-04-06 02:35:00,3.0,10.0,1.0,,1.0,1.0,8,3.75
2020-04-06 02:40:00,10.0,10.0,5.0,1.0,8.0,,9,6.8
2020-04-06 02:40:00,8.0,5.0,2.0,10.0,7.0,1.0,6,6.4
2020-04-06 02:40:00,5.0,5.0,10.0,,4.0,,14,6.0
2020-04-06 02:40:00,10.0,10.0,10.0,0.0,9.0,,16,7.8
2020-04-06 02:40:00,5.0,3.0,6.0,,10.0,,8,6.0
2020-04-06 02:40:00,0.0,3.0,10.0,,1.0,,2,3.5
2020-04-06 02:40:00,10.0,3.0,4.0,10.0,8.0,0.0,3,7.0
2020-04-06 02:45:00,10.0,8.0,8.0,2.0,4.0,,2,6.4
2020-04-06 02:45:00,9.0,2.0,10.0,,7.0,,2,7.0
2020-04-06 02:45:00,7.0,10.0,0.0,0.0,10.0,0.0,6,5.4
2020-04-06 02:45:00,6.0,5.0,6.0,10.0,10.0,,11,7.4
2020-04-06 02:45:00,7.0,4.0,2.0,,8.0,,19,5.25
2020-04-06 02:45:00,0.0,0.0,8.0,,7.0,,15,3.75
2020-04-06 02:50:00,10.0,4.0,3.0,,10.0,,15,6.75
2020-04-06 02:50:00,3.0,3.0,3.0,1.0,10.0,,6,4.0
2020-04-06 02:50:00,0.0,1.0,0.0,,7.0,,10,2.0
2020-04-06 02:50:00,9.0,9.0,7.0,10.0,4.0,,6,7.8
2020-04-06 02:50:00,0.0,1.0,8.0,0.0,3.0,,11,2.4
2020-04-06 02:50:00,6.0,10.0,10.0,,5.0,1.0,8,7.75
2020-04-06 02:50:00,3.0,6.0,10.0,5.0,4.0,,9,5.6
2020-04-06 02:50:00,5.0,8.0,9.0,8.0,10.0,,9,8.0
2020-04-06 02:50:00,3.0,4.0,10.0,,8.0,,15,6.25
2020-04-06 02:50:00,6.0,9.0,6.0,,7.0,,15,7.0
2020-04-06 02:50:00,7.0,7.0,5.0,10.0,8.0,,5,7.4
2020-04-06 02:55:00,4.0,10.0,7.0,0.0,9.0,,9,6.0
2020-04-06 02:55:00,10.0,3.0,1.0,5.0,4.0,0.0,11,4.6
2020-04-06 02:55:00,3.0,8.0,7.0,,0.0,0.0,12,4.5
2020-04-06 02:55:00,10.0,4.0,0.0,3.0,3.0,,9,4.0
2020-04-06 02:55:00,10.0,0.0,3.0,10.0,10.0,,16,6.6
2020-04-06 02:55:00,6.0,3.0,9.0,1.0,10.0,,6,5.8
2020-04-06 02:55:00,10.0,10.0,10.0,,5.0,,2,8.75
2020-04-06 02:55:00,1.0,1.0,8.0,,4.0,,15,3.5
2020-04-06 03:00:00,8.0,8.0,1.0,,5.0,,14,5.5
2020-04-06 03:00:00,0.0,7.0,5.0,,0.0,,8,3.0
2020-04-06 03:00:00,9.0,3.0,2.0,4.0,2.0,,6,4.0
2020-04-06 03:00:00,2.0,2.0,10.0,,2.0,,2,4.0
2020-04-06 03:00:00,0.0,0.0,9.0,,5.0,1.0,2,3.5
2020-04-06 03:00:00,4.0,2.0,2.0,7.0,1.0,,5,3.2
2020-04-06 03:00:00,7.0,6.0,7.0,,4.0,1.0,15,6.0
2020-04-06 03:00:00,10.0,2.0,0.0,10.0,10.0,,1,6.4
2020-04-06 03:00:00,3.0,9.0,5.0,,1.0,,12,4.5
2020-04-06 03:00:00,2.0,10.0,10.0,,7.0,,19,7.25
2020-04-06 03:00:00,3.0,1.0,8.0,3.0,3.0,,11,3.6
2020-04-06 03:00:00,6.0,8.0,3.0,,4.0,,2,5.25
2020-04-06 03:00:00,4.0,10.0,3.0,2.0,2.0,,3,4.2
2020-04-06 03:05:00,0.0,9.0,8.0,6.0,10.0,,9,6.6
2020-04-06 03:05:00,3.0,10.0,4.0,10.0,2.0,1.0,3,5.8
2020-04-06 03:05:00,8.0,9.0,9.0,10.0,9.0,,6,9.0
2020-04-06 03:05:00,5.0,10.0,7.0,4.0,10.0,,6,7.2
2020-04-06 03:05:00,10.0,2.0,1.0,,4.0,,2,4.25
2020-04-06 03:05:00,0.0,9.0,4.0,,3.0,,8,4.0
2020-04-06 03:05:00,7.0,6.0,1.0,8.0,6.0,,3,5.6
2020-04-06 03:05:00,4.0,9.0,8.0,8.0,7.0,,1,7.2
2020-04-06 03:10:00,10.0,2.0,2.0,8.0,3.0,,6,5.0
2020-04-06 03:10:00,10.0,3.0,6.0,,2.0,,14,5.25
2020-04-06 03:10:00,5.0,2.0,6.0,7.0,4.0,,6,4.8
2020-04-06 03:10:00,0.0,6.0,10.0,,1.0,,18,4.25
2020-04-06 03:10:00,4.0,4.0,0.0,,6.0,,15,3.5
2020-04-06 03:10:00,10.0,4.0,5.0,,10.0,,2,7.25
2020-04-06 03:15:00,9.0,0.0,9.0,,3.0,,8,5.25
2020-04-06 03:15:00,5.0,9.0,10.0,2.0,10.0,,6,7.2
2020-04-06 03:15:00,7.0,5.0,7.0,,10.0,,18,7.25
2020-04-06 03:15:00,10.0,10.0,10.0,2.0,6.0,,9,7.6
2020-04-06 03:15:00,3.0,6.0,0.0,,7.0,,15,4.0
2020-04-06 03:15:00,6.0,5.0,6.0,,9.0,,8,6.5
2020-04-06 03:15:00,6.0,7.0,7.0,,9.0,0.0,2,7.25
2020-04-06 03:20:00,4.0,9.0,8.0,,7.0,,2,7.0
2020-04-06 03:20:00,0.0,8.0,10.0,,10.0,,10,7.0
2020-04-06 03:20:00,7.0,10.0,2.0,,5.0,,8,6.0
2020-04-06 03:20:00,1.0,5.0,5.0,,4.0,,15,3.75
2020-04-06 03:20:00,7.0,0.0,0.0,10.0,9.0,0.0,6,5.2
2020-04-06 03:25:00,4.0,0.0,1.0,,3.0,,2,2.0
2020-04-06 03:25:00,10.0,1.0,2.0,10.0,4.0,,5,5.4
2020-04-06 03:25:00,8.0,8.0,3.0,2.0,2.0,1.0,6,4.6
2020-04-06 03:25:00,9.0,3.0,10.0,8.0,9.0,,6,7.8
2020-04-06 03:30:00,3.0,1.0,7.0,,9.0,,2,5.0
2020-04-06 03:30:00,4.0,8.0,6.0,2.0,2.0,,6,4.4
2020-04-06 03:35:00,7.0,6.0,1.0,,8.0,1.0,15,5.5
2020-04-06 03:35:00,10.0,0.0,5.0,0.0,10.0,,3,5.0
2020-04-06 03:35:00,4.0,5.0,10.0,,7.0,,12,6.5
2020-04-06 03:35:00,1.0,2.0,5.0,10.0,10.0,,3,5.6
2020-04-06 03:35:00,10.0,8.0,1.0,10.0,9.0,,16,7.6
2020-04-06 03:35:00,4.0,8.0,7.0,10.0,9.0,,9,7.6
2020-04-06 03:35:00,10.0,0.0,3.0,,9.0,,2,5.5
2020-04-06 03:35:00,9.0,1.0,0.0,8.0,9.0,,9,5.4
2020-04-06 03:40:00,8.0,8.0,2.0,8.0,10.0,,5,7.2
2020-04-06 03:40:00,1.0,10.0,5.0,9.0,7.0,,9,6.4
2020-04-06 03:40:00,4.0,3.0,6.0,,8.0,1.0,2,5.25
2020-04-06 03:40:00,0.0,4.0,9.0,,4.0,1.0,8,4.25
2020-04-06 03:40:00,4.0,2.0,2.0,3.0,2.0,1.0,16,2.6
2020-04-06 03:40:00,10.0,0.0,8.0,,5.0,,8,5.75
2020-04-06 03:40:00,0.0,4.0,1.0,,1.0,,19,1.5
2020-04-06 03:40:00,10.0,8.0,1.0,5.0,10.0,,6,6.8
2020-04-06 03:45:00,6.0,0.0,2.0,,6.0,,15,3.5
2020-04-06 03:45:00,10.0,0.0,0.0,4.0,7.0,,9,4.2
2020-04-06 03:45:00,1.0,0.0,7.0,,8.0,,15,4.0
2020-04-06 03:45:00,3.0,1.0,1.0,,2.0,,4,1.75
2020-04-06 03:45:00,1.0,3.0,0.0,,2.0,,8,1.5
2020-04-06 03:45:00,2.0,7.0,0.0,2.0,1.0,,3,2.4
2020-04-06 03:45:00,1.0,5.0,4.0,2.0,10.0,,5,4.4
2020-04-06 03:45:00,7.0,4.0,1.0,1.0,0.0,1.0,5,2.6
2020-04-06 03:50:00,10.0,0.0,10.0,,1.0,,14,5.25
2020-04-06 03:50:00,4.0,6.0,6.0,5.0,6.0,,6,5.4
2020-04-06 03:50:00,2.0,0.0,10.0,3.0,4.0,,1,3.8
2020-04-06 03:50:00,8.0,6.0,9.0,,8.0,,18,7.75
2020-04-06 03:50:00,9.0,0.0,8.0,,9.0,,2,6.5
2020-04-06 03:50:00,1.0,10.0,4.0,,5.0,,8,5.0
2020-04-06 03:50:00,8.0,2.0,2.0,5.0,10.0,,6,5.4
2020-04-06 03:55:00,7.0,4.0,8.0,,1.0,,15,5.0
2020-04-06 03:55:00,7.0,1.0,9.0,,9.0,,8,6.5
2020-04-06 03:55:00,10.0,0.0,7.0,3.0,0.0,,6,4.0
2020-04-06 03:55:00,4.0,3.0,3.0,,8.0,,8,4.5
2020-04-06 04:00:00,3.0,7.0,6.0,4.0,10.0,,6,6.0
2020-04-06 04:00:00,2.0,1.0,0.0,,8.0,,8,2.75
2020-04-06 04:00:00,5.0,10.0,8.0,,6.0,,19,7.25
2020-04-06 04:00:00,4.0,8.0,6.0,10.0,3.0,1.0,6,6.2
2020-04-06 04:00:00,4.0,9.0,9.0,,1.0,,8,5.75
